person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Risk Score,Risk Category
27,98000,MORTGAGE,5.0,VENTURE,B,15000,11.36,0,0.15,N,7,8.61,Low Risk
29,98000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,14000,10.25,0,0.14,N,5,22.85,Low Risk
30,98000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.14,0,0.05,N,5,8.71,Low Risk
27,48000,RENT,9.0,DEBTCONSOLIDATION,C,14000,13.79,1,0.29,N,10,79.22,High Risk
33,98000,MORTGAGE,3.0,VENTURE,B,25000,11.83,0,0.26,N,10,18.34,Low Risk
28,98000,MORTGAGE,6.0,MEDICAL,A,1000,7.74,0,0.01,N,9,4.67,Low Risk
31,73100,MORTGAGE,0.0,MEDICAL,E,16000,10.99,1,0.19,Y,6,64.02,High Risk
29,32000,OWN,1.0,HOMEIMPROVEMENT,A,2100,6.91,0,0.07,N,5,14.47,Low Risk
30,98000,MORTGAGE,8.0,VENTURE,A,3500,7.68,0,0.04,N,10,2.56,Low Risk
29,55000,RENT,3.0,EDUCATION,B,14000,11.48,0,0.25,N,7,49.36,Medium Risk
29,55000,RENT,0.0,HOMEIMPROVEMENT,B,14000,11.58,0,0.25,N,6,72.93,High Risk
33,98004,MORTGAGE,2.0,VENTURE,B,4000,10.99,0,0.04,N,9,2.49,Low Risk
32,98056,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6000,8.88,0,0.06,N,10,6.53,Low Risk
29,98080,MORTGAGE,8.0,VENTURE,B,20000,8.88,0,0.2,N,9,8.37,Low Risk
27,86260,MORTGAGE,11.0,EDUCATION,C,18000,13.72,1,0.21,Y,7,32.16,Medium Risk
32,98300,MORTGAGE,3.0,VENTURE,C,5000,12.23,0,0.05,N,10,2.93,Low Risk
35,98300,MORTGAGE,8.0,PERSONAL,A,15000,7.88,0,0.15,N,5,9.15,Low Risk
35,98320,MORTGAGE,15.0,PERSONAL,B,10425,11.49,0,0.11,N,9,9.26,Low Risk
28,98400,MORTGAGE,12.0,PERSONAL,A,1500,5.42,0,0.02,N,5,2.32,Low Risk
28,98400,MORTGAGE,12.0,VENTURE,D,20000,14.84,0,0.2,Y,9,69.41,High Risk
32,98406,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5400,9.38,0,0.05,N,6,8.83,Low Risk
27,56000,RENT,2.0,MEDICAL,B,14000,10.65,0,0.25,N,7,55.67,Medium Risk
34,98480,MORTGAGE,18.0,DEBTCONSOLIDATION,C,2500,15.96,0,0.03,N,10,14.83,Low Risk
30,98700,MORTGAGE,12.0,EDUCATION,B,6000,10.99,0,0.06,N,6,5.16,Low Risk
29,98736,OWN,13.0,VENTURE,B,9000,11.89,0,0.09,N,6,1.83,Low Risk
33,98784,MORTGAGE,3.0,MEDICAL,B,10000,10.99,0,0.1,N,7,8.67,Low Risk
27,57600,RENT,3.0,EDUCATION,A,14000,7.29,0,0.24,N,8,41.5,Medium Risk
28,99000,OWN,11.0,HOMEIMPROVEMENT,A,8000,10.99,0,0.08,N,7,10.04,Low Risk
29,99000,MORTGAGE,13.0,PERSONAL,A,4500,5.42,0,0.05,N,9,3.29,Low Risk
29,58000,RENT,4.0,PERSONAL,A,14000,6.62,0,0.24,N,5,37.96,Medium Risk
35,99000,MORTGAGE,12.0,MEDICAL,B,3000,10.99,0,0.03,N,9,5.19,Low Risk
30,59004,RENT,3.0,HOMEIMPROVEMENT,D,14000,15.28,0,0.24,N,10,96.87,High Risk
27,99000,MORTGAGE,5.0,PERSONAL,A,5000,6.92,0,0.05,N,8,4.37,Low Risk
33,99000,MORTGAGE,8.0,MEDICAL,B,24000,11.36,0,0.24,N,7,28.51,Low Risk
27,99000,MORTGAGE,4.0,VENTURE,A,9000,7.14,0,0.09,N,8,3.64,Low Risk
29,99000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000,10.25,0,0.06,N,5,10.45,Low Risk
28,99000,MORTGAGE,12.0,VENTURE,B,18000,9.76,0,0.18,N,7,8.37,Low Risk
29,60000,RENT,2.0,MEDICAL,A,14000,7.51,0,0.23,N,8,48.15,Medium Risk
33,99300,MORTGAGE,11.0,MEDICAL,A,7500,5.79,0,0.08,N,7,4.56,Low Risk
29,99400,MORTGAGE,3.0,VENTURE,A,6000,6.92,0,0.06,N,7,2.34,Low Risk
28,99400,MORTGAGE,6.0,MEDICAL,B,4800,10.99,0,0.05,N,7,6.77,Low Risk
28,99518,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6500,5.99,0,0.07,N,6,6.34,Low Risk
32,99600,MORTGAGE,6.0,EDUCATION,B,5000,11.86,0,0.05,N,8,5.0,Low Risk
29,99780,MORTGAGE,14.0,HOMEIMPROVEMENT,B,6000,11.14,0,0.06,N,8,15.17,Low Risk
35,99800,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0,0.08,N,9,4.71,Low Risk
28,99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0,0.1,N,8,2.7,Low Risk
30,74797,MORTGAGE,14.0,MEDICAL,E,4800,18.79,1,0.05,Y,7,79.32,High Risk
33,99996,MORTGAGE,14.0,PERSONAL,B,6000,11.11,0,0.06,N,7,5.6,Low Risk
31,74797,MORTGAGE,1.0,MEDICAL,D,10000,15.58,1,0.11,Y,6,77.49,High Risk
32,99996,MORTGAGE,16.0,HOMEIMPROVEMENT,A,7000,7.14,0,0.07,N,9,12.01,Low Risk
34,99996,MORTGAGE,18.0,PERSONAL,A,9800,7.14,0,0.1,N,8,6.19,Low Risk
29,74797,MORTGAGE,2.0,MEDICAL,D,15000,15.33,1,0.17,Y,10,86.61,High Risk
28,62400,RENT,2.0,VENTURE,B,14000,10.99,0,0.22,N,10,33.37,Medium Risk
27,99996,MORTGAGE,0.0,VENTURE,C,3000,12.84,0,0.03,N,10,3.05,Low Risk
27,56500,RENT,2.0,HOMEIMPROVEMENT,D,14000,13.87,1,0.25,N,8,96.31,High Risk
32,63000,RENT,11.0,EDUCATION,A,14000,6.91,0,0.22,N,5,31.52,Medium Risk
27,88000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,8.9,1,0.06,N,9,21.1,Low Risk
29,100000,MORTGAGE,2.0,PERSONAL,C,5000,15.96,0,0.05,N,8,10.51,Low Risk
30,100000,MORTGAGE,2.0,EDUCATION,D,10000,16.77,0,0.1,Y,10,62.3,High Risk
28,100000,OWN,13.0,VENTURE,C,2000,14.27,0,0.02,Y,5,1.47,Low Risk
30,100000,MORTGAGE,0.0,PERSONAL,D,30000,16.77,0,0.3,Y,6,91.42,High Risk
27,66000,RENT,2.0,VENTURE,C,14000,12.99,0,0.21,Y,8,38.77,Medium Risk
30,66996,RENT,0.0,EDUCATION,C,14000,12.84,0,0.21,N,8,39.19,Medium Risk
29,68000,RENT,9.0,VENTURE,C,14000,12.61,0,0.21,Y,8,35.91,Medium Risk
27,31200,OWN,4.0,EDUCATION,B,6000,11.71,0,0.19,N,6,14.43,Low Risk
28,31200,OWN,0.0,EDUCATION,A,4350,5.99,0,0.14,N,5,6.07,Low Risk
31,69000,RENT,2.0,PERSONAL,A,14000,6.03,0,0.2,N,10,28.38,Low Risk
27,100000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,7600,6.03,0,0.08,N,9,7.91,Low Risk
27,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,6,13.48,Low Risk
30,100000,MORTGAGE,9.0,MEDICAL,A,12000,8.9,0,0.12,N,10,13.93,Low Risk
31,100000,MORTGAGE,5.0,EDUCATION,B,5000,12.69,0,0.05,N,7,5.79,Low Risk
35,100000,MORTGAGE,14.0,VENTURE,A,10000,6.62,0,0.1,N,8,2.95,Low Risk
27,100000,MORTGAGE,11.0,PERSONAL,A,12000,10.99,0,0.12,N,6,16.78,Low Risk
28,100000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.1,N,5,12.32,Low Risk
33,100000,MORTGAGE,16.0,MEDICAL,B,15000,11.71,0,0.15,N,9,17.6,Low Risk
28,100000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.07,N,10,11.75,Low Risk
35,100000,MORTGAGE,19.0,MEDICAL,B,9000,10.99,0,0.09,N,8,8.98,Low Risk
35,73000,RENT,9.0,VENTURE,D,14000,14.59,0,0.19,Y,8,79.76,High Risk
35,100000,MORTGAGE,9.0,EDUCATION,B,6000,9.99,0,0.06,N,7,3.36,Low Risk
27,31200,OWN,2.0,HOMEIMPROVEMENT,C,6000,14.35,0,0.19,N,7,39.69,Medium Risk
28,100000,MORTGAGE,2.0,EDUCATION,A,4000,7.49,0,0.04,N,8,3.47,Low Risk
31,100000,MORTGAGE,6.0,MEDICAL,B,6000,10.99,0,0.06,N,6,6.44,Low Risk
34,75000,RENT,4.0,DEBTCONSOLIDATION,B,14000,12.69,0,0.19,N,7,51.34,Medium Risk
31,100000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,8000,6.99,0,0.08,N,7,11.72,Low Risk
28,100000,MORTGAGE,0.0,VENTURE,C,18000,13.99,0,0.18,Y,6,14.49,Low Risk
29,100000,MORTGAGE,0.0,EDUCATION,C,12025,13.49,0,0.12,N,9,10.34,Low Risk
31,100000,MORTGAGE,15.0,PERSONAL,A,19000,8.49,0,0.19,N,9,18.53,Low Risk
31,100000,MORTGAGE,1.0,VENTURE,A,12000,5.42,0,0.12,N,7,2.64,Low Risk
32,69000,RENT,2.0,HOMEIMPROVEMENT,D,14000,10.99,1,0.2,Y,6,90.11,High Risk
30,100000,MORTGAGE,11.0,VENTURE,D,16000,16.49,0,0.16,Y,9,65.81,High Risk
31,100000,MORTGAGE,2.0,MEDICAL,A,5000,5.42,0,0.05,N,8,3.27,Low Risk
27,75000,RENT,2.0,VENTURE,A,14000,9.63,0,0.19,N,7,29.01,Low Risk
29,100000,MORTGAGE,1.0,PERSONAL,C,10000,14.79,0,0.1,N,6,11.95,Low Risk
32,76254,RENT,3.0,HOMEIMPROVEMENT,B,14000,10.38,0,0.18,N,5,48.58,Medium Risk
32,88000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,17600,13.49,1,0.2,Y,10,42.32,Medium Risk
34,100000,MORTGAGE,7.0,EDUCATION,A,12000,7.49,0,0.12,N,6,5.69,Low Risk
31,100000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,10.59,0,0.15,N,10,24.18,Low Risk
29,100000,MORTGAGE,5.0,PERSONAL,A,10000,7.49,0,0.1,N,6,6.47,Low Risk
31,76500,RENT,1.0,EDUCATION,B,14000,11.49,0,0.18,N,10,32.42,Medium Risk
28,100000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.12,N,8,16.72,Low Risk
31,78000,RENT,1.0,DEBTCONSOLIDATION,A,14000,9.63,0,0.18,N,9,49.71,Medium Risk
34,80000,RENT,6.0,EDUCATION,C,14000,14.27,0,0.17,Y,7,38.9,Medium Risk
27,100000,OWN,5.0,VENTURE,A,6000,7.66,0,0.06,N,5,0.9,Low Risk
33,100000,MORTGAGE,3.0,PERSONAL,B,15000,10.0,0,0.15,N,7,8.56,Low Risk
30,100000,MORTGAGE,11.0,EDUCATION,A,12800,6.92,0,0.13,N,8,7.01,Low Risk
32,80000,RENT,4.0,HOMEIMPROVEMENT,A,14000,5.42,0,0.17,N,9,36.81,Medium Risk
27,100000,MORTGAGE,11.0,PERSONAL,A,14400,10.99,0,0.14,N,8,21.07,Low Risk
35,100000,MORTGAGE,19.0,VENTURE,B,1800,9.63,0,0.02,N,8,1.64,Low Risk
28,80000,RENT,8.0,VENTURE,D,14000,14.91,0,0.17,N,5,76.13,High Risk
33,100000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6400,7.29,0,0.06,N,9,7.06,Low Risk
32,100000,MORTGAGE,2.0,MEDICAL,C,35000,10.99,0,0.35,N,10,44.64,Medium Risk
30,100000,OWN,0.0,EDUCATION,A,8000,7.29,0,0.08,N,8,1.4,Low Risk
32,100000,MORTGAGE,17.0,MEDICAL,A,4500,5.42,0,0.04,N,10,3.86,Low Risk
32,100000,MORTGAGE,4.0,VENTURE,A,9500,5.79,0,0.1,N,8,2.35,Low Risk
27,31000,OWN,4.0,MEDICAL,C,12000,12.73,0,0.39,Y,6,36.74,Medium Risk
27,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,16000,13.43,0,0.16,N,5,23.42,Low Risk
29,100000,OWN,13.0,HOMEIMPROVEMENT,A,10000,6.92,0,0.1,N,7,5.23,Low Risk
31,100000,MORTGAGE,10.0,MEDICAL,A,9950,5.42,0,0.1,N,7,5.46,Low Risk
30,84000,RENT,4.0,MEDICAL,B,14000,12.42,0,0.17,N,6,39.54,Medium Risk
28,31000,OWN,0.0,HOMEIMPROVEMENT,A,1000,7.4,0,0.03,N,8,16.06,Low Risk
31,31000,OWN,0.0,PERSONAL,A,12500,8.94,0,0.4,N,8,25.27,Low Risk
28,100000,OWN,7.0,HOMEIMPROVEMENT,C,20000,12.68,0,0.2,Y,6,19.47,Low Risk
28,85000,RENT,6.0,PERSONAL,C,14000,14.65,0,0.16,Y,9,47.95,Medium Risk
29,85000,RENT,3.0,DEBTCONSOLIDATION,A,14000,5.42,0,0.16,N,5,24.35,Low Risk
27,100000,MORTGAGE,11.0,PERSONAL,F,9000,18.25,0,0.09,Y,6,54.16,Medium Risk
30,85332,RENT,3.0,VENTURE,C,14000,14.22,0,0.16,N,7,23.76,Low Risk
33,31000,OWN,0.0,VENTURE,A,2500,8.38,0,0.08,N,9,5.01,Low Risk
27,100000,MORTGAGE,2.0,MEDICAL,A,16000,6.54,0,0.16,N,5,11.18,Low Risk
35,31000,OWN,0.0,MEDICAL,C,4275,10.28,0,0.14,N,7,7.93,Low Risk
27,100000,MORTGAGE,0.0,PERSONAL,A,6575,5.79,0,0.07,N,6,3.46,Low Risk
28,100000,MORTGAGE,0.0,EDUCATION,A,3950,10.99,0,0.04,N,5,6.18,Low Risk
31,100000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,13000,12.61,0,0.13,N,7,22.37,Low Risk
29,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4800,5.79,0,0.05,N,9,4.98,Low Risk
35,93000,RENT,12.0,VENTURE,C,14000,13.16,0,0.15,N,6,15.11,Low Risk
30,100000,MORTGAGE,13.0,PERSONAL,A,10000,6.17,0,0.1,N,9,5.8,Low Risk
29,100000,MORTGAGE,13.0,MEDICAL,A,20000,6.54,0,0.2,N,5,16.35,Low Risk
27,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,20000,6.17,0,0.2,N,7,25.76,Low Risk
34,100000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,6.17,0,0.15,N,10,16.74,Low Risk
28,100000,MORTGAGE,12.0,PERSONAL,A,10000,5.42,0,0.1,N,8,5.16,Low Risk
30,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3600,10.99,0,0.04,N,10,16.69,Low Risk
29,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,6.91,0,0.12,N,10,11.46,Low Risk
28,100000,MORTGAGE,3.0,MEDICAL,C,8000,13.98,0,0.08,Y,6,13.74,Low Risk
28,100000,OWN,5.0,VENTURE,C,11000,13.61,0,0.11,Y,8,2.86,Low Risk
30,100000,MORTGAGE,14.0,EDUCATION,A,13000,7.88,0,0.13,N,9,9.13,Low Risk
27,100000,RENT,7.0,MEDICAL,B,14000,10.62,0,0.14,N,8,25.22,Low Risk
33,103560,RENT,5.0,EDUCATION,E,14000,17.56,0,0.14,N,5,70.54,High Risk
30,100000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,10.99,0,0.02,N,5,13.49,Low Risk
30,105000,RENT,3.0,DEBTCONSOLIDATION,B,14000,11.49,0,0.13,N,6,26.24,Low Risk
29,100000,MORTGAGE,9.0,VENTURE,C,25000,13.23,0,0.25,Y,8,24.2,Low Risk
27,100000,MORTGAGE,4.0,EDUCATION,F,20500,18.67,0,0.2,N,7,70.71,High Risk
33,100000,MORTGAGE,12.0,VENTURE,B,8000,11.86,0,0.08,N,7,4.3,Low Risk
29,100000,MORTGAGE,3.0,PERSONAL,D,13000,15.33,0,0.13,N,6,58.74,Medium Risk
35,115000,RENT,2.0,EDUCATION,A,14000,10.99,0,0.12,N,9,15.78,Low Risk
32,100000,MORTGAGE,4.0,PERSONAL,A,6000,7.14,0,0.06,N,10,4.22,Low Risk
33,88000,MORTGAGE,17.0,DEBTCONSOLIDATION,C,20000,13.48,1,0.23,Y,10,48.27,Medium Risk
31,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11000,7.51,0,0.11,N,5,10.08,Low Risk
29,88000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,16000,16.45,1,0.18,N,8,82.06,High Risk
30,110400,RENT,1.0,VENTURE,D,14000,16.89,1,0.13,N,6,62.05,High Risk
29,125000,RENT,2.0,DEBTCONSOLIDATION,A,14000,9.63,0,0.11,N,6,18.59,Low Risk
33,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,24000,10.25,0,0.24,N,6,25.75,Low Risk
34,100000,MORTGAGE,11.0,MEDICAL,C,18000,10.99,0,0.18,Y,6,16.04,Low Risk
28,100000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.12,N,8,21.56,Low Risk
29,100000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,9.88,0,0.07,N,10,12.83,Low Risk
30,100000,MORTGAGE,7.0,PERSONAL,A,1000,6.76,0,0.01,N,6,2.48,Low Risk
31,100000,MORTGAGE,0.0,VENTURE,C,20000,13.48,0,0.2,Y,6,14.06,Low Risk
28,100000,MORTGAGE,13.0,VENTURE,A,13000,8.59,0,0.13,N,5,6.64,Low Risk
28,100000,OWN,7.0,MEDICAL,C,18000,13.92,0,0.18,Y,9,12.69,Low Risk
35,138000,RENT,2.0,PERSONAL,A,14000,7.9,1,0.1,N,8,5.24,Low Risk
33,100000,OWN,3.0,MEDICAL,B,25000,12.18,0,0.25,N,10,14.04,Low Risk
30,100000,MORTGAGE,14.0,MEDICAL,B,15000,11.14,0,0.15,N,9,17.16,Low Risk
29,100000,OWN,0.0,VENTURE,B,15800,11.14,0,0.16,N,6,2.37,Low Risk
28,100000,MORTGAGE,6.0,MEDICAL,B,24000,11.48,0,0.24,N,9,33.2,Medium Risk
29,100000,MORTGAGE,4.0,VENTURE,C,20000,13.57,0,0.2,Y,9,17.21,Low Risk
35,100000,OWN,9.0,VENTURE,A,10000,8.59,0,0.1,N,7,1.3,Low Risk
28,100000,MORTGAGE,3.0,VENTURE,B,5300,11.14,0,0.05,N,5,2.94,Low Risk
32,48000,RENT,3.0,EDUCATION,C,14100,13.49,0,0.29,N,5,55.22,Medium Risk
28,100000,MORTGAGE,4.0,VENTURE,B,20000,11.48,0,0.2,N,5,11.44,Low Risk
30,83203,RENT,6.0,MEDICAL,A,14100,6.03,0,0.17,N,8,24.95,Low Risk
35,30000,RENT,4.0,MEDICAL,C,14125,12.99,1,0.47,Y,10,81.0,High Risk
29,100000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,20000,14.61,0,0.2,Y,10,88.93,High Risk
32,100000,MORTGAGE,4.0,EDUCATION,A,4500,10.99,0,0.04,N,5,5.88,Low Risk
28,30000,RENT,0.0,DEBTCONSOLIDATION,D,14125,14.74,1,0.47,N,10,98.21,High Risk
27,31897,RENT,8.0,MEDICAL,C,14125,12.68,1,0.44,N,10,80.98,High Risk
28,100000,MORTGAGE,3.0,EDUCATION,C,10000,12.84,0,0.1,Y,5,9.01,Low Risk
31,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.15,N,7,27.55,Low Risk
35,88000,MORTGAGE,4.0,PERSONAL,D,10000,14.11,1,0.11,Y,6,54.66,Medium Risk
27,100000,MORTGAGE,0.0,VENTURE,C,16000,10.99,0,0.16,Y,6,7.26,Low Risk
33,34800,RENT,17.0,HOMEIMPROVEMENT,B,14125,10.37,1,0.41,N,8,83.44,High Risk
30,36500,RENT,5.0,EDUCATION,A,14125,8.9,1,0.39,N,7,65.4,High Risk
27,100000,MORTGAGE,2.0,MEDICAL,A,2000,8.0,0,0.02,N,5,4.45,Low Risk
28,100000,MORTGAGE,2.0,PERSONAL,A,13500,9.38,0,0.14,N,9,13.47,Low Risk
27,100000,MORTGAGE,2.0,MEDICAL,C,10000,12.09,0,0.1,Y,9,12.69,Low Risk
27,39000,RENT,5.0,EDUCATION,A,14125,8.49,1,0.36,N,5,62.38,High Risk
33,100000,MORTGAGE,2.0,VENTURE,C,7000,10.99,0,0.07,N,6,2.19,Low Risk
30,100000,MORTGAGE,5.0,PERSONAL,C,7500,11.59,0,0.07,Y,6,6.48,Low Risk
31,100000,MORTGAGE,8.0,VENTURE,B,7000,10.08,0,0.07,N,10,3.07,Low Risk
28,46400,RENT,6.0,DEBTCONSOLIDATION,C,14125,10.99,0,0.3,N,5,64.36,High Risk
33,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25000,10.39,0,0.25,N,8,38.98,Medium Risk
29,40000,RENT,3.0,MEDICAL,B,14150,12.69,1,0.35,N,7,76.16,High Risk
35,100000,MORTGAGE,13.0,EDUCATION,F,12000,15.76,0,0.12,N,6,32.63,Medium Risk
34,30000,OWN,3.0,HOMEIMPROVEMENT,C,8875,14.27,0,0.3,Y,8,48.11,Medium Risk
29,100000,MORTGAGE,7.0,MEDICAL,C,15000,12.04,0,0.15,N,5,13.92,Low Risk
27,100000,MORTGAGE,10.0,MEDICAL,B,12000,9.96,0,0.12,N,10,11.85,Low Risk
27,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,8.07,0,0.05,N,10,12.19,Low Risk
33,88296,MORTGAGE,0.0,DEBTCONSOLIDATION,E,15000,15.88,1,0.17,N,8,74.42,High Risk
32,30000,RENT,5.0,EDUCATION,C,14300,13.49,1,0.48,N,8,73.81,High Risk
27,30000,RENT,0.0,MEDICAL,B,14300,10.39,1,0.48,N,6,75.12,High Risk
27,100500,MORTGAGE,11.0,EDUCATION,C,15000,14.65,0,0.15,N,6,17.85,Low Risk
30,31800,RENT,2.0,VENTURE,B,14400,10.75,1,0.45,N,7,55.62,Medium Risk
35,100596,MORTGAGE,2.0,PERSONAL,B,25000,10.59,0,0.25,N,8,19.86,Low Risk
30,100800,MORTGAGE,5.0,VENTURE,B,22000,12.42,0,0.22,N,7,15.57,Low Risk
29,36000,RENT,0.0,MEDICAL,B,14400,10.62,1,0.4,N,6,69.87,High Risk
35,100843,MORTGAGE,6.0,MEDICAL,C,2800,12.87,0,0.03,N,5,4.54,Low Risk
27,88970,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,11.99,1,0.22,N,6,39.52,Medium Risk
28,101000,MORTGAGE,4.0,EDUCATION,B,5000,9.91,0,0.05,N,5,3.36,Low Risk
32,101000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.08,N,5,10.47,Low Risk
32,101000,MORTGAGE,5.0,EDUCATION,C,3375,14.79,0,0.03,N,8,5.72,Low Risk
33,101000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,7.49,0,0.05,N,7,8.79,Low Risk
31,101000,MORTGAGE,5.0,EDUCATION,A,18000,8.49,0,0.18,N,6,12.07,Low Risk
31,38000,RENT,15.0,VENTURE,A,14400,8.94,1,0.38,N,7,56.85,Medium Risk
29,101000,OWN,6.0,HOMEIMPROVEMENT,B,12000,12.18,0,0.12,N,8,9.6,Low Risk
30,43000,RENT,2.0,DEBTCONSOLIDATION,A,14400,6.99,1,0.33,N,10,67.31,High Risk
32,30000,OWN,10.0,HOMEIMPROVEMENT,A,17875,6.99,0,0.6,N,5,51.67,Medium Risk
28,101000,MORTGAGE,8.0,MEDICAL,A,15000,8.94,0,0.15,N,9,17.77,Low Risk
27,101000,MORTGAGE,1.0,PERSONAL,D,20000,10.99,0,0.2,N,8,54.46,Medium Risk
31,101000,MORTGAGE,6.0,PERSONAL,A,12000,9.63,0,0.12,N,7,10.88,Low Risk
28,101000,MORTGAGE,7.0,PERSONAL,A,6000,8.32,0,0.06,N,9,6.05,Low Risk
27,101004,MORTGAGE,2.0,MEDICAL,A,11025,7.9,0,0.11,N,5,9.27,Low Risk
27,101004,MORTGAGE,3.0,MEDICAL,B,12000,10.99,0,0.12,N,9,12.5,Low Risk
31,101004,MORTGAGE,3.0,DEBTCONSOLIDATION,C,17000,10.99,0,0.17,N,8,15.91,Low Risk
29,30000,OWN,0.0,VENTURE,A,4000,7.49,0,0.13,N,5,5.21,Low Risk
27,75905,OWN,0.0,MEDICAL,F,18000,17.26,1,0.2,N,8,57.85,Medium Risk
35,101400,MORTGAGE,11.0,HOMEIMPROVEMENT,A,4500,9.32,0,0.04,N,5,10.73,Low Risk
31,101416,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.15,Y,8,31.82,Medium Risk
29,44500,RENT,3.0,VENTURE,C,14400,13.61,1,0.32,Y,10,60.73,High Risk
29,45000,RENT,14.0,PERSONAL,A,14400,7.29,1,0.32,N,9,59.65,Medium Risk
30,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4800,8.9,1,0.05,N,5,10.83,Low Risk
30,102000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,15000,15.62,0,0.15,Y,8,85.21,High Risk
33,102000,MORTGAGE,6.0,EDUCATION,C,8700,12.99,0,0.09,Y,9,7.67,Low Risk
27,102000,MORTGAGE,1.0,PERSONAL,B,16000,11.99,0,0.16,N,5,14.43,Low Risk
28,102000,MORTGAGE,0.0,PERSONAL,A,10000,5.99,0,0.1,N,10,4.97,Low Risk
27,102000,MORTGAGE,9.0,PERSONAL,A,6000,7.49,0,0.06,N,9,5.31,Low Risk
33,58000,RENT,0.0,VENTURE,B,14400,9.91,0,0.25,N,5,25.04,Low Risk
33,102000,MORTGAGE,17.0,VENTURE,E,35000,10.99,0,0.34,Y,8,69.5,High Risk
30,102000,MORTGAGE,4.0,EDUCATION,A,12250,7.66,0,0.12,N,8,6.67,Low Risk
31,102000,MORTGAGE,5.0,EDUCATION,A,4000,7.88,0,0.04,N,10,3.49,Low Risk
29,102000,MORTGAGE,13.0,MEDICAL,A,6000,7.88,0,0.06,N,9,6.99,Low Risk
31,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14400,10.99,0,0.14,N,6,16.63,Low Risk
28,65000,RENT,7.0,MEDICAL,B,14400,11.14,0,0.22,N,5,50.93,Medium Risk
28,102000,MORTGAGE,2.0,VENTURE,B,10000,12.18,0,0.1,N,7,5.45,Low Risk
34,68000,RENT,5.0,HOMEIMPROVEMENT,A,14400,8.59,0,0.21,N,5,58.9,Medium Risk
27,102000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7200,11.26,0,0.07,N,8,10.43,Low Risk
27,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.84,0,0.15,N,7,27.2,Low Risk
27,102000,MORTGAGE,6.0,VENTURE,A,10000,9.63,0,0.1,N,9,6.31,Low Risk
29,102000,OWN,10.0,MEDICAL,B,18000,9.33,0,0.18,N,7,4.93,Low Risk
28,102058,MORTGAGE,13.0,EDUCATION,C,15000,13.92,0,0.15,Y,8,18.83,Low Risk
33,102368,MORTGAGE,6.0,HOMEIMPROVEMENT,B,11000,11.14,0,0.11,N,8,16.88,Low Risk
28,73500,RENT,0.0,HOMEIMPROVEMENT,C,14400,12.98,0,0.2,Y,6,67.19,High Risk
